id|country|searchterm|job_title|company|job_location|time|applicants|workplace|working_time|job_level|company_size|industry|job_details|job_url|timestamp
56|Italy|Fullstack Developer|Senior Fullstack Developer M/F|Page Personnel|Pesaro, Marches, Italy|1 month ago| |On-site|Full-time|Associate|5,001-10,000 employees|Staffing and Recruiting|"
          Digital Agency|Pesaro
About Our Client

Il nostro cliente è una realtà tecnologica specializzata in sistemi di innovazione e trasformazione digitale con focus in ambito comunicazione e marketing.

Job Description

La risorsa individuata entrerà all'interno del team di sviluppo e si occuperà della realizzazione dei siti web e web applications con il supporto del team di sviluppo e delle altre aree aziendali. Inoltre, coordinerà un team di sviluppo per la realizzazione di specifici progetti.

In Particolare, La Risorsa Si Occuperà Di Realizzare
Siti multi-lingua/multi-mercato;E-commerce con fatturati elevati (milioni di euro);E-commerce multi-listino, multi-valuta, multi-lingua, multi-mercato, multi-magazzino (anche tutte queste caratteristiche insieme); Integrazioni con servizi esterni per determinare gli stock, per popolare il catalogo, per inviare gli ordini;Siti con alto traffico e soprattutto e-commerce con alto rate di acquisti / picchi di accessi. 
In generale, la risorsa individuata svilupperà e personalizzerà ogni aspetto della piattaforma senza basarsi su plugin.

The Successful Applicant

Il Candidato Ideale è In Possesso Dei Seguenti Requisiti
Laurea o Diploma in campo tecnico-informatico e comprovata esperienza sullo sviluppo di progetti e siti web;Conoscenza di HTML5, CSS3, PHP e MYSQL, JavaScript (jQuery);Esperienza nella costruzione di siti web basati su cms WordPress (standard, multisite, multilingua, e-commerce) e dell'architettura backend/db, dei temi di mercato, builder e dei plugin più diffusi;Conoscenza dei API/web services per integrazione fra WordPress e servizi esistenti di mercato o aziendali;Esperienza nella programmazione del layout delle pagine del sito E-Commerce, Blog, Landing Page, Minisiti WordPress sulla base di un progetto fornito dal team front-end;Esperiensa nella scrittura di temi e plugin custom;Esperienza nella programmazione PHP object oriented;Saper prendere decisioni a livello di architettura di progetto;Relazionarsi con il cliente e con i suoi referenti tecnici;Attenzione ai temi di scalabilità, performance e sicurezza delle soluzioni realizzate;Buona conoscenza della lingua inglese (parlata e scritta).
Sarà Considerato Un Plus
Esperienza con framework PHP tipo Laravel o Symfony;Unit Testing e strumenti di debug;React e/o backbone.js, possibilmente in contesto BE WordPress.What's on Offer
realtà stimolante, dinamica e informalestack tecnologico in continuo aggiornamentoContact: Rossella Govoni

Quote job ref: JN-022022-5249793

Brand: PP
    "|https://www.linkedin.com/jobs/view/3167162816|2022-07-25 14:31:09.337260
57|Italy|Fullstack Developer|Fullstack Developer Pisa-Firenze-Roma|Selefor Agenzia per il Lavoro|Pisa, Tuscany, Italy|4 days ago| |On-site|Full-time|Entry level|5,001-10,000 employees|Staffing and Recruiting|"
          Selefor, Agenzia per il Lavoro, per prestigiosa Azienda cliente è alla ricerca di figure Fullstack Developer in ambito Java/J2EE e Angular.da inserire in importanti progetti di sviluppo software all'interno di gruppi di lavoro per la realizzazione di applicazioni software presso le sedi di Pisa-Firenze-Roma.

Le figure selezionate parteciperanno alla realizzazione, manutenzione e sviluppo evolutivo dei vari applicativi che compongo il progetto.

I Candidati Cercati Possiedono i Seguenti Requisiti/competenze
 Laurea o diploma in discipline tecniche; Esperienza di sviluppo software di almeno 1 o 2 anni; Esperienza nella realizzazione di servizi REST/ Web Services; Buona pratica con i linguaggi Java8, JavaScript e con CSS;
Costituiscono elementi preferenziali
 Conoscenza di Angular 10 o 11, Bootstrap 4 e CSS; Conoscenza di framework quali Spring Boot, Spring MVC, JPA/Hibernate, Spring Data JPA; Conoscenza di IDE quali IntelliJ Idea o Eclipse; Conoscenza dei database PostgreSQL, MySQL e gradita conoscenza di MongoDB; Conoscenza di architetture a microservizi, approccio DevOps, tecnologie a container (Kubernetes); Gradita conoscenza delle tecnologie di CI/CD (es. Jenkins, Gitlab).
Sede di lavoro: Pisa-Firenze-Roma

RAL: 32.000

La ricerca è intesa per entrambi i sessi (D.Lgs 198/2006) e nel rispetto del principio delle pari opportunità (L.903/77).

Si ricorda di corredare il proprio CV di autorizzazione al trattamento dei dati personali (come all’art.13 del D.LGS 196/2003, ai sensi dell’art.23 della Legge e dell’art. 13 DGPR regolamento UE n.2016/679
    "|https://www.linkedin.com/jobs/view/3178314965|2022-07-25 14:31:24.253572
58|Italy|Fullstack Developer|Senior Fullstack Developer M/F|Michael Page|Pesaro, Marches, Italy|3 weeks ago| |On-site|Full-time|Associate|5,001-10,000 employees|Staffing and Recruiting|"
          Digital Agency|Pesaro


About Our Client

Il nostro cliente è una realtà tecnologica specializzata in sistemi di innovazione e trasformazione digitale con focus in ambito comunicazione e marketing.

Job Description

La risorsa individuata entrerà all'interno del team di sviluppo e si occuperà della realizzazione dei siti web e web applications con il supporto del team di sviluppo e delle altre aree aziendali. Inoltre, coordinerà un team di sviluppo per la realizzazione di specifici progetti.

In particolare, la risorsa si occuperà di realizzare:
Siti multi-lingua/multi-mercato;E-commerce con fatturati elevati (milioni di euro);E-commerce multi-listino, multi-valuta, multi-lingua, multi-mercato, multi-magazzino (anche tutte queste caratteristiche insieme); Integrazioni con servizi esterni per determinare gli stock, per popolare il catalogo, per inviare gli ordini;Siti con alto traffico e soprattutto e-commerce con alto rate di acquisti / picchi di accessi. 

In generale, la risorsa individuata svilupperà e personalizzerà ogni aspetto della piattaforma senza basarsi su plugin.

The Successful Applicant

Il candidato ideale è in possesso dei seguenti requisiti:
Laurea o Diploma in campo tecnico-informatico e comprovata esperienza sullo sviluppo di progetti e siti web;Conoscenza di HTML5, CSS3, PHP e MYSQL, JavaScript (jQuery);Esperienza nella costruzione di siti web basati su cms WordPress (standard, multisite, multilingua, e-commerce) e dell'architettura backend/db, dei temi di mercato, builder e dei plugin più diffusi;Conoscenza dei API/web services per integrazione fra WordPress e servizi esistenti di mercato o aziendali;Esperienza nella programmazione del layout delle pagine del sito E-Commerce, Blog, Landing Page, Minisiti WordPress sulla base di un progetto fornito dal team front-end;Esperiensa nella scrittura di temi e plugin custom;Esperienza nella programmazione PHP object oriented;Saper prendere decisioni a livello di architettura di progetto;Relazionarsi con il cliente e con i suoi referenti tecnici;Attenzione ai temi di scalabilità, performance e sicurezza delle soluzioni realizzate;Buona conoscenza della lingua inglese (parlata e scritta).

Sarà considerato un plus:
Esperienza con framework PHP tipo Laravel o Symfony;Unit Testing e strumenti di debug;React e/o backbone.js, possibilmente in contesto BE WordPress.What's on Offer
realtà stimolante, dinamica e informalestack tecnologico in continuo aggiornamento
Contact: Rossella Govoni

Quote job ref: JN-022022-5249793
    "|https://www.linkedin.com/jobs/view/3181301788|2022-07-25 14:31:52.376223
59|Italy|Fullstack Developer|Fullstack developer - e-commerce - Altino [als]|LAVOROPIU' S.P.A. AGENZIA PER IL LAVORO|Quarto d’Altino, Veneto, Italy|1 week ago| |On-site|Full-time|Entry level|5,001-10,000 employees|Staffing and Recruiting|"
          ICTpiù, divisione Tech & Digital di Lavoropiù, ricerca, per azienda cliente, un/a DEVELOPER E-COMMERCE PHP.

La Risorsa, Inserita Nel Development Team, Svolgerà Mansioni Di

– progettazione, implementazione e integrazione di e-commerce usando piattaforme Open Source.

Requisiti Richiesti

– Conoscenza approfondita di una o più piattaforme e-commerce Open Source (Magento, Prestashop, WooCommerce, …);

– Utilizzo di PHP, ambito fullstack da almeno 2 anni;

– Conoscenza di HTML, CSS e Javascript;

– Capacità di svolgere analisi delle specifiche grafiche e funzionali

– Conoscenza della personalizzazione / configurazione della piattaforma

– Esperienza sull’utilizzo di moduli

– Competenze PIM (Gestione Informazioni di Prodotto – Product Information Management)

– Ottime competenze di inglese (B2)

Costituiscono Titolo Preferenziale

– Esperienza nello sviluppo di progetti e-commerce;

– Conoscenza di sistemi di caching (Memcache, Redis, Varnish);

– Conoscenza di Git come sistema di versioning;

– Esperienza sulla creazione di moduli per l’aggiunta di nuove funzionalità e per la modifica delle funzioni core;

– Conoscenze delle modalità di import/export dei dati

Tipologia di inserimento di sicuro interesse, commisurato sulle competenze della risorsa.

L’azienda, Web/Marketing Agency, è strutturata e organizzata ed ha una forte storicità, segue clienti su tutto il territorio nazionale. Propone corsi di formazione con certificazioni sia per le tecnologie utilizzate che per organizzazione e conduzione dell’operatività.

Sede di lavoro: Quarto D’Altino

Aut. Min. del 26/11/2004 _ Prot. 1104/SG.

Il presente annuncio è rivolto ad entrambi i sessi, ai sensi delle leggi 903/77 e 125/91 e a persone di tutte le età e tutte le nazionalità, ai sensi dei decreti legislativi 215/03 e 216/03.

Ti chiediamo di prendere visione dell’informativa privacy consultabile al link lavoropiu.it/privacy-policy e di inserire nel CV l’autorizzazione al trattamento dei tuoi dati personali ai sensi del Regolamento UE n. 679/2016 e della legislazione italiana vigente. Ti preghiamo di non inserire dati appartenenti a particolari categorie (dati che rivelino l’origine razziale o etnica, le opinioni politiche, le convinzioni religiose o filosofiche, o l’appartenenza sindacale, dati genetici, dati biometrici intesi a identificare in modo univoco una persona fisica, dati relativi alla salute o alla vita sessuale o all’orientamento sessuale).

Ti ricordiamo che Lavoropiù non richiede mai, nella prima fase di ricezione delle candidature, l’invio di documenti di riconoscimento o di altra documentazione burocratica (ad esempio informazioni personali, dati, codici collegati a sistemi di pagamento) ed i nostri annunci riportano sempre un indirizzo mail per la ricezione delle candidature con uno dei seguenti domini aziendali: *** / *** / pyou.eu.

Diffida da chi, anche tramite annunci apparentemente legati al nostro brand, Ti chiede di inviare scansioni di documenti per partecipare a selezioni e/o colloqui, in particolare quando riporti nel testo indirizzi mail con domini differenti. In caso di dubbi, cerca sul nostro sito la filiale a Te più vicina per avere tutte le informazioni necessarie.
    "|https://www.linkedin.com/jobs/view/3167554106|2022-07-25 14:32:02.226482
60|Italy|Fullstack Developer|JavaScript Senior Software Engineer - Flight + Hotel Product|eDreams ODIGEO|Milan, Lombardy, Italy|41 minutes ago| | |Full-time|Associate|1,001-5,000 employees|Travel Arrangements|"
          Senior JavaScript Software Engineer 

Are you ready to shape the future of the accommodation industry by working in one of the world's largest online travel companies?

We want to offer our Prime customers the very best accommodation product at the lowest price. For them, we have to combine billions of potential flight combinations and millions of accommodation options every day in real time to create dynamic packages with special rates and provide the best holiday experience to our customers.

To create this unique experience, we face a lot of challenges where technology is key to finding the solutions. Some of these are:
 Help our customers find the right geolocalisation for the hotel  0ffer the most convenient hotel for our customers, working with machine learning capabilities  How to manage different sources of hotel contents from different providers or directly to hoteliers  Provide s the best description of hotels and rooms, their conditions and amenities  Build our booking engine to create the one-stop-shop for our customers  Provide the best post-booking service, to allow them update or modify their booking  Offer exclusive conditions for our Prime customers (our subscription program) 

With innovation, our technical and product team, we are on a mission creating amazing solutions! For this reason, we are looking for a Senior JavaScript Software Engineer to join our tech hubs in Barcelona, Porto, Madrid or Milan.

We set the path. Shape with us the way people travel.

At eDreams ODIGEO, we believe in full end-to-end ownership of results and empower our teams to develop solutions that benefit both the customer and our business, iterating fast to continuously learn and improve. We are a fully agile organisation, and our product development teams use Kanban practices to deliver business value continuously.

You will work with a tech stack that may include:
 ES6 code  Javascript libraries like ReactJS and Lodash.  Graphql  Testing frameworks and libraries like Mocha, Chai, sinon.js and Jest.  React Testing library (Selenium + Cucumber + nodejs).  Style Sheet preprocessors like SASS, CSS-in-JS and styled-components.  Packages and task runners like webpack, babel, grunt, npm  Java 8 and 11 in the BackEnd (if you want, you have the opportunity, to become a fullstack developer)  Usage of storybook to speed up developments. 

Having a technical mindset is vital for us, which is why we promote:
 Microservices platform and modular FE  Powerfull monitoring techniques using Data dog, BigQuery and Graphana.  Version-control systems like Git & bitbucket.  Story book using Design system made with emotion and styled system.  Clean code  SOLID principles and TDD 

Do you have a real passion to thrive developing high-quality software? Join us and put your expert JavaScript knowledge to use crafting high-performance applications.

About you:
 Mastery of JavaScript and strong knowledge of engineering fundamentals (data structures, concurrency, design patterns, algorithms).  Provide solutions to complex problems. Understand the problem, the system and work with our most senior people to find the best solution that is robust, scalable and has good performance in a high load environment.  Code the solutions with the highest quality through good design, attention to detail and test quality.  Be part of a product development team. Be a team player, working with skilled team mates. Good communication skills and open to help the team to reach the objectives.  Help the team grow. Mentor the team members to continue improving, giving feedback and sharing your expertise.  Challenge the decisions to grow all together. Promote principles, do training to improve technical excellence.  Be part of product definition. Understand your product and be involved in the ideation process. Challenge the decisions, focus the actions on data and give ideas on how to improve your product. Be worried about the performance of product KPIs and technical KPIs.  Be proactive when you see an opportunity to improve.  Focus on the outcome, not on the taks. 

You will:
 Be part of a dynamic multidisciplinary team where everyone can speak up with new ideas, take initiative and be a self-starter.  Take advantage of your data driven capabilities and use your design pattern skills to solve problems.  Be enthusiastic and come up with creative options to deliver solutions.  Use your knowledge of Cloud and of Continuous Delivery environments to help you deliver value quickly.  Seek out opportunities to learn, share and grow continuously.  We work in English so you will need a good technical English level. 

What do we offer?
 We support a phenomenal lifestyle and work-life-balance with our flexible hours and flexible remote work policy.  A free eDreams Prime subscription to benefit from significant discounts on your travels.  Competitive compensation package with an attractive bonus structure.  Excellent environment for continuous growth and learning: with our Learning & Development programs, you will have access to tech talks, internal soft skills and technical skills trainings, language lessons, external events and industry conferences.  Free subscription to O’Reilly Online Learning.  Fast-track career development: with our unique programs tailored to your goals, you are always working towards the next step on your career path.  Special discounts in other local venues, such as gyms, restaurants, shops, etc. & unlimited free coffee at the office (with many types of milk alternatives) because we like our eDOers happy and healthy!  New to the city? We also offer great relocation packages.  Additional prizes and awards for a variety of team and individual achievements, and a pretty horizontal and transparent culture where continuous peer feedback is our mantra, and speaking up your own innovative ideas is a given.  Fun at work: at eDreams ODIGEO, work and fun go hand in hand! 

… And the opportunity to work in a dynamic, dedicated, fun, and passionate team of professionals. We journey together!

Come fly with us and join us now.

eDreams ODIGEO under its four leading online travel agency brands – eDreams, GO Voyages, Opodo, Travellink, and the metasearch engine Liligo –is an equal opportunity employer and value diversity and inclusion. We do not discriminate on the basis of race, religion, color, national origin, gender, sexual orientation, age, marital status or disability status.


    "|https://www.linkedin.com/jobs/view/3154129327|2022-07-25 14:32:19.538491
61|Italy|Fullstack Developer|Senior .NET & .NET UI Developer|Stelfox Tech Recruitment|European Union|1 week ago| |Remote|Full-time|Mid-Senior level|11-50 employees|Staffing and Recruiting|"
          .Net Developer (Backend) & .NET Angular (Fullstack) Developer roles
Overview
My client is a leading professional services organisation with their global technology centre in Dublin. They are looking for experienced .NET & .NET UI Developer's to come in and join their growing team on a contract basis. There are excellent daily rates available, lots of interesting work on Greenfield projects and these roles are fully remote within the EU.

Job Responsibilities: 
Design and Development of core modules on time, and to required quality.Ensuring the quality of delivered software through maintenance of unit tests, continuous integration, completion of design and code reviews.Estimation of development tasksWorking with Business Analysts & UX in defining requirements and prototyping solutionsWorking with the QA coach on defect prevention and team QA activities
Skill's/ Experience: .NET (Backend)
At least 4 years experience of developing enterprise-class web applications using C#, with design lead responsibility.Net 4.5 or higher.Net Core 2.0 or higherWCF/Soap/Rest/gRPCASP.net MVCASP.NET CoreORM (e.g. nHibernate)Unit test, Mocking frameworks (Rhino Mocks, Moq, etc.), Test Driven DevelopmentDependency Injection / IOC (StructureMap.)
Skill's/ Experience: .NET Angular (Fullstack)
Prior experience with developing enterprise-level web applicationsNET 4.5 and .NET Core 3 or higherASP.NET MVC. (Helpers, HttpModules, ActionFilters, Dependency Resolver etc.)ASP.NET CoreJavaScript Code Structures (Modules, AMD, Prototype, Pub/Sub, Promises etc.)Angluar2, MVVMWeb API/RestGood working knowledge of CSS (SASS or LESS an advantage)
Hiring immediately - apply through the job portal or directly to ryan@stelfox.com
    "|https://www.linkedin.com/jobs/view/3168179862|2022-07-25 14:32:44.604038
62|Italy|Fullstack Developer|Java Fullstack Developer _Milano - Roma - Torino_ - Categorie Protette L.68/99.|Abile Job Srl|Milan, Lombardy, Italy|1 month ago| |Hybrid|Full-time|Entry level|1-10 employees|Human Resources Services|"
          Società altamente specializzata nel fornire soluzioni tecnologiche ed innovative nel mondo ICT, ricerca una risorsa come JAVA FULLSTACK DEVELOPER, appartenente alle categorie protette (L. 68/99).

Posizione:

Requisiti:
Java J2EE (JavaScript, AngularJS, Angular 7, Html5, Css3, Json); Database: SQL, PL/SQL,Oracle; Spring boot; Hibernate; MySQL/MariaDB; Rest, Soap; Strumenti di versionamento del codice: Git, IBM/RTC, Bitbucket. 
Altre informazioni:
Contratto di lavoro subordinato o P.I; Inquadramento commisurato all'esperienza; Buoni pasto; Welfare aziendale; Percorso di orientamento iniziale; Programmi di formazione in aula e online; Programma di sviluppo professionale personalizzato; Strumenti di lavoro. 
Luogo di lavoro: MILANO - ROMA - TORINO.

Modalità ibrida
    "|https://www.linkedin.com/jobs/view/3165579785|2022-07-25 14:33:07.353517
63|Italy|Fullstack Developer|Fullstack Developer - azienda di prodotto|Michael Page|Turin, Piedmont, Italy|3 weeks ago| |On-site|Full-time|Entry level|5,001-10,000 employees|Staffing and Recruiting|"
          Azienda finale di prodotto|Ottime prospettive di carriera interna e formazione


About Our Client

Il nostro cliente è un'importante realtà di prodotto, leader nella realizzazione di sistemi di trasporto intelligenti per

Job Description

Il candidato si occuperà di attività di sviluppo, progettazione, implementazione e customizzazione di web app, lato frontend e backend, interagendo costantemente con tutte le figure coinvolte nel gruppo di lavoro e avendo sempre visibilità sullo stato dell'arte del progetto in cui verrà inserito. Prevista fase iniziale di onboarding e affiancamento nell'ottica di formare e rendere autonoma la nuova risorsa sulle attività di sua competenza.

The Successful Applicant

Il candidato ideale è diplomato o laureato in informatica o affini, e ha maturato almeno 3 anni di esperienza in attività di sviluppo utilizzando framework .Net, webForm ASP.NET e linguaggio C#, implementando WebServices (SOAP/REST) e Windows Services. Possiede inoltre buone conoscenze di framework quali Angular e Bootstrap, del tool di versionamento Git e di Jira.

Completano il profilo ottime competenze nell'uso di database SQL Server, di scrittura di stored procedure e function, e un buon livello di inglese, scritto e parlato.

Si richiedono propensione a lavorare per obiettivi e per priorità, capacità di collaborare all'interno di un team e ottime doti analitiche.

What's On Offer

Ottima opportunità di carriera.

Contact: Carola Colla

Quote job ref: JN-122021-4561520
    "|https://www.linkedin.com/jobs/view/3181307412|2022-07-25 14:33:21.334452
64|Italy|Fullstack Developer|Fullstack Developer - Catania|starfinder|Catania, Sicily, Italy|3 weeks ago| |On-site|Full-time|Entry level|5,001-10,000 employees|Staffing and Recruiting|"
          Job Description

Starfinder, agenzia di selezione del personale dedicata esclusivamente al settore ICT (www.starfinder.it), ricerca un Fullstack Developer per importante azienda di sviluppo software. Il profilo ricercato sarà inserito allinterno del team di sviluppo e si occuperà di progettazione, sviluppo e test di sistemi gestionali complessi e dellimplementazione di features innovative per i clienti.

Requisiti

Il candidato ideale ha maturato unesperienza di almeno 3/4 anni nel ruolo e possiede le seguenti caratteristiche:
Buona conoscenza del linguaggio JavaBuona conoscenza di HTML, CSS, JavaScriptBuona conoscenza dei linguaggi RDBMSConoscenza di Angular2+ Conoscenza RDBMS OracleConoscenza framework Spring MVCConoscenza HibernateConoscenza servizi REST e SOAP
Requirements

Java
    "|https://www.linkedin.com/jobs/view/3181732816|2022-07-25 14:33:35.298512
65|Italy|Fullstack Developer|Frontend / Full Stack developer intern|IMPAKTER|Rome, Latium, Italy|2 weeks ago|62 applicants|On-site|Internship|Entry level|1-10 employees|Staffing and Recruiting|"
          MUST KNOW:In OFFICE Only position - Rome, ItalyPaidOpportunity for full time position
Job description:
At Impakter, we create a platform that helps companies measure and track their sustainability performance, in line with the United Nations 17 Sustainable Development Goals. 
We are an international team of hands-on people, fond of creative solutions and of applying our talent to a great cause. 
Come and join us as a full stack developer in the effort of creating a new and comprehensive standard for sustainability in the private sector!
Company Presentation: Impakter is a global platform that empowers sustainability, 360 degrees around. IMPAKTER Platform - General Presentation 2022https://drive.google.com/file/d/1q7Fh0knkFa8JZXiHKJRcYNjtLd_onwj4/view?usp=sharing 
WHO WE WORK WITH:We work with key organizations such as the UN, Institutes and accelerators/incubators in the US and EU.
WHAT WE ARE LOOKING FORWe're currently searching for a passionate and flexible fullstack developer to join our platform team so that we can complete the SaaS of impakter.
This development position is:Rome office onlyPaidContract work with the possibility of a salaried position (w/ benefits) for the right candidate.
If you're interested in joining a dynamic team that develops software, we would love to speak with you. 
> Full Stack Developer Qualifications: HTML5CSS 3JavaScript + jQuery (including Query Plugin Development)Abilities to create Responsive Websites Bootstrap, Foundation, etc. (CSS frameworks in general)Understanding of MySQL, SQLite (RDBNS databases in general)Preferred experience with MongoDBAbility to work with SOAP, REST APIsUse of GIT
> Responsibilities: Build and maintain responsive dynamic database-driven websites for our customersWork closely alongside our team with our inside in-house PHP frameworkLearn and work with in-house CSS frameworkLearn and work with in-house jQuery-powered widgets and plugins
OPPORTUNITY and JOB DURATION:Contract of 6 month, with the opportunity to land a full time position.
LANGUAGES:English level B2 (CEFR) or working level. 
LOCATION:Rome office.
RECRUITMENT AGENCIES:No intermediaries or recruitment agencies will be considered for this position.
    "|https://www.linkedin.com/jobs/view/3162372947|2022-07-25 14:33:46.160529
66|Italy|Fullstack Developer|Senior Fullstack Developer|Translated|Rome, Latium, Italy|1 month ago|1 applicant|On-site|Full-time|Mid-Senior level|51-200 employees|Translation and Localization|"
          We’re looking for a passionate and experienced Backend Developer to join the Translated team in our HQ in Pi Campus, Rome.

You will be a key member of the Core team, and your responsibilities will include:
Be involved and participate in the overall Core applications lifecycleMain focus on coding and debuggingBuild high-quality reusable code that can be used in the futureDevelop functional and sustainable applications with clean codesTroubleshoot and debug applicationsOptimization of the applications for maximum speed and scalabilityCollaborate with multidisciplinary team of designers, developers and system administratorsStay up to date with current best practices

Skills We Look For

We're looking for someone who has most of the following and is willing to learn the rest on the job as needed:
Experience with PHPExperience with Node.js, its tools and ecosystemExperience with React.jsExperience with DBMS MySQLExperience with version control GITInnate care for structured, modular, clean and efficient code.Quick learner and good communication skills.Proactive, self-driven and enjoys solving complex problems, not just in the primary area of responsibility but across boundaries.

Nice to have
Experience with DockerExperience with Linux environments, configuration and troubleshooting.

Benefits And Perks
Competitive and exciting work environment. You will be surrounded by innovators and experts working at Bonuses and incentives for work performances and for those who quit smoking, ride a bicycle to work or adopt a child.Work hard and stay fit. In the campus you'll find a gym, a swimming pool, a personal trainer for spinning, TRX and pilates classes.

Powered by JazzHR

XHglv3fmyG
    "|https://www.linkedin.com/jobs/view/3171073509|2022-07-25 14:34:00.105929
67|Italy|Fullstack Developer|Java Fullstack Developer|Lavoro Digitale Italia|Pisa, Tuscany, Italy|1 month ago| |Hybrid|Full-time|Mid-Senior level|1-10 employees|Human Resources Services|"
          Lavoro Digitale Italia è un punto di riferimento per lo sviluppo delle carriere dei professionisti del mondo digital in Italia.

L’obiettivo di Lavoro Digitale Italia è mettere i migliori professionisti del mondo digital italiano in contatto con le aziende che possono aiutarli a realizzarsi professionalmente.

I nostri recruiter sono a disposizione per analizzare il percorso professionale e le aspettative dei professionisti agevolandone il contatto con le aziende o con il mondo delle start-up in cerca di professionisti digitali.

Posizione:

Il nostro cliente è un’innovativa azienda di prodotto con sedi a Pisa, Milano, Londra e New York.

Provider tecnologico AdTech (insieme a Google, TheTradeDesk e altri colossi) ad oggi è una delle 50 tecnologie al mondo che compongono la spina dorsale del Programmatic Advertising.

Per la sede di Pisa selezioniamo un* Java Full Stack Developer con almeno tre anni di esperienza nel ruolo da inserire nel Team Platform, focalizzato sullo sviluppo frontend e backend della piattaforma proprietaria, utilizzata da Publisher e Advertiser da tutto il mondo per gestire spazi e campagne pubblicitarie.

Offerta:
Contratto a tempo indeterminato;RAL fino a 40K da commisurare ad esperienze e competenze emerse in sede di colloquio;Modalità di lavoro ibrida con smart working tre giorni alla settimana;Occasione di far parte di un progetto giovane e frizzante, ricco di sfide professionali;Possibilità di lavorare in una realtà smart e flessibile e interagire con grossi clienti;Forte interscambio con gli altri team (Data Science, Operations, Engine).
Requisiti:
Pregressa esperienza nello sviluppo Full Stack di almeno 3 anni;Angular 6+;Java 8+;Git;Conoscenza di RDBMS (Mysql, Postgres);Esperienza con gestionali complessi;
Nice to have:
Vert.x;JooQ;Jenkins;Jira.
Altre informazioni:

Candidati se la programmazione è la tua passione e desideri crescere professionalmente confrontandoti con sfide sempre nuove all’interno di un team giovane e vivace.
    "|https://www.linkedin.com/jobs/view/3164783423|2022-07-25 14:34:12.067622
